cmun,cdis,consultorios_de_salud,helisuperficies,centros_de_atencion_a_drogodependientes,centros_de_salud,estaciones_de_cercanias,hospitales,otros_centros_de_salud,centros_de_salud_mental,centros_de_especialidades,bocas_de_metro,intercambiadores,aeropuertos,ayuntamientos_consejerias_ministerios_etc,sanidad_y_servicios_sociales,actividades_administrativas,actividades_asociativas_y_hogares,actividades_profesionales,administraciones_publicas,alimentacion,centros_educativos_no_universitarios_centros_publicos,comercio_mayorista,comercio_minorista,construccion,educacion,hosteleria,industria_quimica_y_refino,informacion_y_comunicaciones,maquinaria_industrial,material_de_transporte,material_electrico_y_electronico,mercadillos,metalicas_basicas_e_intermedias,mineria_y_suministros,otras_manufactureras,otros_servicios_bancos,papel_y_graficas,servicios_financieros,servicios_personales,servicios_recreativos,textil_confeccion_y_calzado,transporte_y_almacenamiento,actividades_inmobiliarias,centros_educativos_no_universitarios_centros_privados,industria_no_metalica,administracion_de_justicia,agencia_tributaria,campus_universitarios,centros_educativos_universitarios,colegios_mayores,galerias_de_alimentacion,grandes_superficies_especializadas,hipermercados,mercados_de_abastos,agricultura_y_ganaderia,centros_educativos_no_universitarios_servicios_educativos,seguridad_social,centros_comerciales,oficinas_de_empleo,embajadas_y_consulados,nsec,t3_1,t1_1,t2_1,t2_2,t4_1,t4_2,t4_3,t5_1,t6_1,t7_1,t8_1,t9_1,t10_1,t11_1,t12_1,X,Y,densidad_hab_km,area_km2,bakery,bar,butcher,cafe,car_dealership,clothes,convenience,fast_food,food_court,furniture_shop,gift_shop,greengrocer,guesthouse,hairdresser,hotel,pub,restaurant,stationery,vending_any,bicycle_rental,hostel,supermarket,beauty_shop,beverages,bicycle_shop,bookshop,chemist,computer_shop,doityourself,florist,jeweller,kiosk,mall,mobile_phone_shop,optician,shoe_shop,toy_shop,travel_agent,car_rental,car_wash,outdoor_shop,sports_shop,caravan_site,biergarten,garden_centre,laundry,department_store,newsagent,vending_parking,chalet,shelter,motel,camp_site,general,alpine_hut,video_shop,vending_machine,car_sharing,tmed,prec,velmedia,presMax
062,01,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.2603,411,0.472,0.528,0.0973,0.6959000000000001,0.2068,0.0633,0.0973,0.0431,0.027,0.3666,0.1239,0.5526,0.6307,-3.6841019834620696,40.92915445511041,10.183250296618022,40.36039457230055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.70344284000119,1.782419220350387,2.386704227165077,901.8193681430188
063,01,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.17530000000001,348,0.4483,0.5517,0.1322,0.6638,0.20399999999999996,0.092,0.1437,0.0331,0.0199,0.3974,0.1761,0.4801,0.5828,-3.7040000478865376,40.967037431019946,14.307478430377024,24.32294423461379,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.609519389839596,1.8166676170178808,2.291802909905496,902.2572415715904
064,01,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.8953,191,0.466,0.534,0.1623,0.6492,0.1885,0.1257,0.1309,0.0313,0.0313,0.36880000000000007,0.0935,0.6063,0.6688,-3.673564477913814,41.035668424405706,9.52296850699128,20.05677114859484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.497086493834964,1.9577279940730776,2.11986757508483,904.585760773179
065,01,0,0,0,1,1,0,0,0,0,0,0,0,1,56,40,3,36,3,1,9,13,87,37,35,49,0,5,0,1,0,0,2,1,3,17,0,34,27,9,0,9,15,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,18,45.42502453203116,25803,0.5201685036623649,0.4798314963376352,0.12817002674107664,0.6332568771073132,0.2385854590551486,0.16641311862961672,0.2039638724179359,0.04596161299073751,0.03437668875712126,0.26547971941247145,0.1566403441460295,0.4504602333062048,0.5338604038290121,-3.7237026753581377,40.28651642752266,2042.868548943119,12.630768638221593,0,12,0,3,0,0,0,4,0,0,0,0,0,2,1,3,12,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.32932034170223,0.9556648395297882,3.514259927396542,947.6957506066278
065,02,0,0,0,2,2,0,0,0,0,5,0,0,0,36,23,5,26,2,2,10,6,66,35,30,40,0,5,1,0,0,1,0,0,1,21,2,30,13,11,0,15,5,2,0,0,0,1,8,2,1,0,1,0,1,2,0,1,1,0,21,43.04268546626984,34272,0.5182081495098039,0.4817918504901961,0.1416623570261438,0.6717168446545285,0.18662224848272643,0.14329519432773108,0.18400479108309992,0.06662137605042016,0.05125986519607843,0.3122208420868347,0.15331320903361345,0.488577264239029,0.575275306372549,-3.721971967128312,40.320560458299525,14129.172459917996,2.425619766283107,1,6,0,0,0,0,1,5,0,0,0,1,0,0,0,2,6,0,0,6,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.268256713001914,0.9644694233944594,3.4375381896285093,946.9902518239828
065,03,0,0,1,3,1,1,0,0,0,10,0,0,0,34,26,5,21,3,1,26,8,95,83,68,55,0,8,1,0,0,0,1,1,2,11,1,27,23,19,0,35,9,18,0,4,1,0,0,0,2,2,2,0,1,0,0,3,1,0,47,41.205525281498666,70249,0.506909968825179,0.493090031174821,0.189976304289029,0.6232932383379123,0.18673066662870644,0.0971746487494484,0.1215978675853037,0.04961928426027417,0.03810734530028897,0.39510061780238864,0.11457447508149582,0.5608851727426725,0.6272644535865278,-3.7441184211886225,40.304733337105674,8034.705445821183,8.743195438052581,3,12,2,3,1,0,9,2,0,0,0,4,0,7,2,4,8,0,0,6,0,9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.27013053554754,0.9637480042762264,3.452672782787719,946.9594707337254
065,04,0,0,0,3,1,0,0,1,1,5,0,0,0,30,82,4,86,3,19,18,229,214,144,49,94,6,26,13,11,14,0,33,4,43,8,31,32,38,14,6,146,13,5,6,0,0,0,0,0,3,5,1,0,0,1,1,3,0,0,36,41.423689220885926,53548,0.509989771793531,0.49001022820646895,0.16983621797266005,0.6439747777694779,0.18619782251437964,0.13554879173825352,0.17522298872040035,0.04671283894823336,0.03367609247777695,0.32347186449540594,0.13657191678494063,0.5409450268917607,0.6185195469485322,-3.648443161412121,40.30020287707842,976.3191054569502,54.84682180314165,3,17,0,4,1,7,7,8,0,2,0,6,1,4,1,5,28,0,0,5,0,7,1,0,2,1,0,0,1,0,0,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15.982552523952164,0.9868953355824,3.1818850212257623,944.7548899614666
066,01,0,0,0,1,0,0,0,0,0,0,0,0,1,10,11,2,6,1,6,5,22,26,44,14,21,2,3,4,0,1,0,26,2,12,7,8,6,7,7,0,12,4,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,40.60273538945562,10489,0.5017581370960054,0.49824186290399464,0.17860327009247784,0.6708055200686434,0.1506324244446563,0.07741627419201068,0.10640017160835161,0.0635484698255315,0.04726961578796834,0.33506636476308516,0.10797893984173898,0.5452799790256458,0.6111416531604538,-3.8429024290012705,40.21794655213634,613.4404167943541,17.098645137880222,1,1,1,3,4,0,0,0,0,2,0,0,0,2,1,0,6,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.60853511187069,1.021147382481086,3.037924135697427,939.0744426249632
067,01,1,1,0,0,0,0,0,0,0,0,0,0,1,5,5,1,4,2,0,5,0,7,10,7,8,0,1,0,0,0,1,0,0,0,2,0,1,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,40.4457863725936,6597,0.4967381233894195,0.5032618766105805,0.17564571775049265,0.6821380324389875,0.14218176443838107,0.11974121570410792,0.16599827194179173,0.0540448082461725,0.03696601485523723,0.34663468243140816,0.14053842655752616,0.5341902683037744,0.6210941185387298,-3.6842362922217538,40.76851530415009,109.39384282564646,60.30503938429512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.693731091315469,1.3991044218754676,2.752261537550851,904.4253793657527
068,01,0,0,0,1,0,2,0,0,0,0,0,0,1,23,6,7,7,3,4,7,11,35,29,16,36,0,0,0,0,0,1,4,0,1,3,0,6,3,3,0,4,3,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,41.96291656515709,16583,0.505928999577881,0.4940710004221191,0.16866742447084362,0.6602508231321232,0.17107428089006813,0.10675144425013568,0.15340436591690285,0.05960335283121269,0.04487013206295604,0.37315691370680815,0.11847739854067416,0.5192522583368511,0.5890507869504914,-4.110066523901475,40.67731808003649,289.3451113270564,57.312183101845065,1,2,2,3,1,0,0,3,0,0,1,2,2,2,0,3,20,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.174343957995308,1.4638862267477737,4.677155929420698,855.4942995910387
069,01,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.454684720473741,41.06921430853612,4.2506037400036725,17.174030906004173,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.931237690870534,3.137238534116526,2.207084004831053,905.8758787734116
070,01,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.568,169,0.4734,0.5266,0.1598,0.6272,0.213,0.1302,0.2012,0.0352,0.0211,0.4013999999999999,0.1279,0.5282,0.6056,-3.5823799673950356,41.079763136994,7.964690335824833,21.218652938689317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.547398842094704,3.576230981780781,2.0697839782745775,905.0181543035152
071,01,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.6509,106,0.4623,0.5377,0.1226,0.6415,0.2358,0.1509,0.1604,0.0538,0.0323,0.3441,0.1373,0.4731,0.5484,-3.543500208435337,41.09112004024354,4.445085835159748,23.846558633707588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.337852196131562,3.9437661341588113,2.0706850268801427,905.0240821915116
072,01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,3,2,1,4,1,9,6,5,8,0,2,0,0,0,1,0,0,0,3,0,5,2,1,0,1,1,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,3,41.102432275925715,8669,0.49670692121351945,0.5032930787864806,0.1649786365209367,0.6899397508363133,0.14514528780712885,0.10440881301188142,0.1739572961125851,0.08639101395778061,0.05909249048333141,0.5223796516322529,0.09986733187218826,0.5360955012112124,0.5953797323797438,-3.893357919660432,40.61589199957251,191.66090838661376,45.23092409910269,1,6,2,1,0,0,4,0,0,0,0,2,0,3,1,11,9,1,0,0,0,2,2,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.491131824745102,1.3775159953078104,3.0279998731288447,900.027748091944
073,01,1,0,0,1,1,0,0,0,0,0,0,0,1,6,27,2,18,2,21,12,115,93,124,23,34,8,6,12,3,8,1,116,5,75,3,36,3,11,8,3,36,12,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,36.41645208026416,19685,0.5029783388366776,0.4970216611633223,0.2274346913893828,0.677207239014478,0.09535426466852934,0.13496916433832867,0.16152074676149353,0.04194082296164592,0.0269991363982728,0.2389966319532639,0.15163421386842774,0.5752829718059436,0.6763317399034798,-3.826101886595747,40.25150561568266,999.974716244898,19.6854977233035,0,1,4,8,4,1,2,2,0,8,0,5,0,6,0,1,13,0,0,0,0,2,0,0,0,0,0,2,3,0,2,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.761905762075193,1.012124226583898,3.118156140658937,940.9461125242268
074,01,0,0,1,2,1,3,5,6,0,6,0,0,1,39,20,4,30,3,3,16,52,96,56,29,47,0,6,0,0,0,0,5,2,7,10,3,15,20,10,3,28,6,5,4,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,26,46.60490230557015,30448,0.5267391684182869,0.47326083158171306,0.1240368562795586,0.606808696794535,0.2691457928271151,0.13607447451392538,0.19088694495533368,0.03937441868102995,0.02794914280084078,0.22375744548081977,0.14951325538623228,0.4344978816342618,0.5110364917235943,-3.785340415113406,40.316150198852704,1626.6226766584855,18.7185389930431,6,14,0,4,7,0,8,4,0,4,0,3,0,7,0,1,10,0,0,1,0,7,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16.03738596869249,0.9955981744955522,3.2503728683918895,943.3915583657562
074,02,0,0,0,1,0,0,0,0,0,3,0,0,0,20,14,4,21,2,0,8,5,61,39,24,38,1,1,0,0,0,1,0,1,1,12,0,18,17,7,0,7,9,5,0,4,1,1,2,0,2,0,0,0,1,1,1,1,0,0,20,46.154442674293215,21329,0.5226270289277509,0.4773729710722491,0.12836777626705423,0.6077649444418397,0.2638547329926391,0.18308371700501663,0.24779046837638896,0.03745568943691687,0.0260593417412912,0.19817190679356747,0.17312261709409724,0.426568760842046,0.5156043602606779,-3.760619417472213,40.331089664693145,18563.72354490938,1.1489613033937325,1,19,1,7,0,11,5,1,0,5,0,3,0,10,0,1,14,2,0,1,0,7,0,0,1,1,1,0,2,0,1,0,0,4,3,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.06555635705054,0.9947200083022872,3.240639717583401,943.647014494302
074,03,0,0,0,1,0,0,0,0,0,3,0,0,0,10,35,1,14,2,9,14,58,80,66,27,31,2,8,2,0,3,1,7,2,10,3,11,5,12,13,4,16,2,3,1,0,0,1,0,1,0,2,1,0,0,0,0,1,1,0,21,39.48953509079921,34747,0.5071797133565488,0.4928202866434512,0.1981409790773304,0.6521475005036406,0.14972038449362535,0.10040844965032952,0.14042244222522807,0.05034987768728236,0.03768028606786197,0.350320496733531,0.1262817768440441,0.5821603620456443,0.6583230149365412,-3.7798429693360505,40.34479621403785,4567.543806751648,7.607370935039027,4,10,0,11,1,0,6,5,0,0,0,4,0,6,0,2,7,2,1,0,0,4,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16.019637473380232,1.0101612380659897,3.1889608735423076,941.4436662726704
074,04,0,0,0,2,0,0,0,0,1,3,0,0,0,14,11,2,9,0,1,10,1,54,36,23,21,0,2,0,0,0,0,0,1,2,8,0,19,12,9,0,11,5,4,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,41,49.258038785939554,43441,0.5282570451877259,0.47174509104302387,0.11307486936304412,0.5429657719665754,0.3439610874519463,0.09807041504569416,0.1449968647130591,0.03368006031168711,0.02277956308556433,0.20739997698027207,0.14720065836421814,0.402796646025644,0.4725517851798992,-3.752202183879772,40.33399681409194,38460.97498778598,1.1294825472780012,3,14,0,10,0,2,4,2,0,0,0,4,1,4,0,3,4,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.070041855694026,0.9938689314909092,3.235229534848849,943.8413992444974
074,05,0,0,0,2,1,0,0,0,0,3,0,0,0,32,37,1,68,3,14,23,102,156,72,47,83,5,31,5,3,9,0,19,4,18,13,3,21,27,25,6,39,11,8,4,0,0,0,0,0,1,6,1,0,0,1,0,1,1,0,20,41.39549925124013,32053,0.509682179515178,0.490317820484822,0.1557478207968053,0.7015009390696658,0.14276594390540667,0.05472214457305088,0.09646064018968582,0.07128729916076498,0.05211499079649331,0.3524478020778087,0.12766519826537298,0.5511802140205285,0.6305173774685677,-3.739346631287769,40.3439853781679,3181.6013725033836,10.074486476217382,0,10,2,2,0,3,2,3,0,1,0,0,0,6,2,1,18,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,16.028265108342687,1.0004310239073515,3.154472908239451,943.3997682939632
074,06,0,0,0,1,0,0,0,0,0,2,0,0,0,4,6,0,2,0,2,6,2,21,15,9,11,0,0,2,0,0,1,0,0,1,3,1,7,3,3,3,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,41.03544022316684,13174,0.5069865872172461,0.4930134127827539,0.1805110596629725,0.6453575072111736,0.17411843024138457,0.162758744496736,0.22353523607104905,0.03207307575527554,0.01999549870957947,0.2156172688629118,0.16055332473052983,0.5042381281311674,0.5977093289813269,-3.7709130972899425,40.355729758295134,5664.234927375859,2.3258216103164497,0,3,0,2,1,10,3,4,0,0,1,0,0,1,0,0,7,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16.043519227193148,1.012454813617525,3.191837036236952,941.0190715023432
074,07,0,0,0,0,1,0,0,0,0,0,0,0,0,12,6,0,6,0,0,4,7,9,18,13,7,0,2,0,0,0,0,0,0,0,1,0,6,5,10,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36.75397487217488,13495,0.49586966283808814,0.5041303371619118,0.23957318266024455,0.6685175768803261,0.09188772878844018,0.03307207854761022,0.06311905891070767,0.07870388291959984,0.06310952945535384,0.4365483808818081,0.07901520563171545,0.6456167321230085,0.7010884920340866,-3.7879749181692097,40.31696284466609,5937.869753634522,2.272700574434092,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.008056598179827,0.9991689375805336,3.2235404129222966,943.035713880318
075,01,1,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,4,2,3,7,23,18,31,8,12,2,0,4,3,2,1,14,1,15,3,6,3,3,3,1,15,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37.02243138178555,8916,0.4961995177209512,0.50380048227904894,0.20704416778824583,0.7077209623149394,0.08521877523553163,0.10578632794975326,0.13523728129205922,0.05166583669807088,0.03380755944369672,0.29839144235083,0.12298999551368328,0.6120118999551368,0.696791375056079,-3.4177043783809276,40.382409738209475,201.06152280872777,44.34463578832981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.33835952320272,0.957221878759457,3.1286728409804714,943.7633783303831
076,01,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0,2,2,6,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.6928,599,0.4641,0.5359,0.0868,0.6494,0.2638,0.1586,0.177,0.0384,0.0238,0.309,0.1395,0.4625,0.5375,-3.78429398885211,40.962104006371725,10.354022242810144,57.85191358034284,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.37349477460768,2.0192014610328557,2.6120436672462586,894.0217620811129
078,01,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5722207685615657,41.04139603988486,6.662317284900352,8.555581723672374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.407989246698367,2.121216115443576,2.079266067983988,905.4922846295792
079,01,0,0,1,6,2,1,5,2,0,64,1,0,22,223,351,235,643,87,29,31,221,1132,173,252,2006,5,387,1,2,4,2,3,16,18,70,13,228,197,274,30,80,181,37,1,15,0,4,24,4,1,5,0,8,6,0,5,5,0,12,111,43.55660927594116,138207,0.4912389133690768,0.5087610866309232,0.07625739000195358,0.7659244763289847,0.15782551679726786,0.24062038608753536,0.33454862850651557,0.05400514662788426,0.04790271983329354,0.5916979508997373,0.1244874167010354,0.5389002821854175,0.6156576671225047,-3.7052713957624905,40.417332219563,26505.707349086235,5.214235491993561,51,451,12,242,0,366,133,169,3,17,73,24,235,135,125,179,1378,12,1,53,35,56,37,24,8,92,11,10,11,19,21,24,1,22,27,115,16,25,3,0,9,11,0,3,0,16,0,2,123,0,0,0,0,1,0,2,0,0,15.690670094677444,1.0535310854875142,2.2085661457213352,942.1365875984394
079,02,1,0,1,8,4,0,1,1,1,25,2,0,1,160,178,97,247,19,9,20,131,358,129,175,369,8,160,0,3,6,0,1,8,20,56,6,113,92,91,3,88,59,42,2,0,0,2,2,0,1,2,1,2,2,0,1,1,2,0,109,44.40976203392046,153005,0.5326882389464396,0.4673117610535603,0.12123736805986732,0.6802508532400902,0.19851058266069735,0.10061791902225416,0.16829662756119082,0.06762316329531715,0.0587953753145322,0.5795406489983987,0.09773636547825236,0.5464775406032482,0.6048714689062449,-3.696617761109578,40.3981204221979,23306.044698310343,6.565035036214989,28,43,3,42,5,9,36,30,1,2,0,15,6,38,5,38,153,5,5,17,3,42,4,2,7,6,2,1,9,3,3,3,0,6,12,5,1,3,2,1,2,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,15.903586533068268,1.0573633176839767,2.2445069830746984,942.2536960549658
079,03,0,0,1,3,0,4,1,1,0,25,2,0,4,173,233,128,405,20,8,17,98,313,141,133,317,4,149,3,0,3,0,7,8,12,49,7,145,109,48,4,73,76,40,0,0,1,2,3,0,2,0,0,2,4,1,3,0,1,9,94,46.85237477434639,117769,0.5456626404232013,0.45433735957679866,0.12241836221756149,0.6144306787015259,0.26315626183460844,0.07930493933038406,0.13703993920301608,0.06588169382435106,0.0596870203534037,0.6334132522140802,0.0809634691642113,0.4916491224345966,0.535418245039017,-3.676433120975049,40.41138058548941,21923.18877154233,5.371891891606185,16,18,4,43,8,15,23,17,0,6,0,17,1,40,3,23,118,4,4,20,0,33,9,3,6,4,3,4,4,5,6,13,0,6,7,9,2,6,2,1,1,3,0,0,1,7,0,4,3,0,0,0,0,0,0,0,0,0,16.090836307883773,1.06968410715954,2.0747782656260862,942.5354426378362
079,04,0,0,0,6,1,6,4,2,1,50,1,0,4,399,561,369,1372,59,28,7,351,1125,313,228,783,10,468,2,3,6,0,7,23,19,139,16,490,261,173,37,147,299,47,6,6,1,2,5,5,1,7,0,4,21,0,4,4,0,56,126,45.88310523208624,144149,0.5578905139820602,0.44210948601793976,0.11149900172737932,0.647504056219606,0.2409984897571263,0.1363110933825417,0.2161692110247036,0.06515156053805438,0.06022196754746824,0.6571232835468855,0.08222465365697992,0.4939651874102491,0.5386039826845833,-3.673789506593059,40.43018922815073,26678.754924978133,5.403138205113152,23,84,3,60,9,129,31,28,0,13,5,9,0,30,15,21,323,2,0,17,0,31,10,5,5,8,1,6,6,6,18,7,2,6,21,22,6,9,1,0,0,3,0,2,0,4,2,3,3,0,0,2,0,0,0,0,0,0,15.825721841984508,1.0581747595357334,2.1759149043495296,942.429417113086
079,05,0,0,1,7,1,4,5,0,0,39,3,0,5,294,364,361,941,69,22,16,249,518,238,260,541,14,381,5,4,11,0,12,27,22,95,11,314,164,122,12,126,155,97,5,1,3,4,10,7,3,1,1,3,15,1,7,3,2,60,101,45.062921464658686,144689,0.5493494398330212,0.4506505601669788,0.1372413507592146,0.6276405642446903,0.2351165527441616,0.09552322913282972,0.16500600460297604,0.06256232332796549,0.05772347794234531,0.6669243985375529,0.0790745053183034,0.5134992680853417,0.557745693176399,-3.678151303000365,40.45750292936616,15753.387220215678,9.18462791381948,16,37,3,33,15,16,30,22,0,5,0,12,0,30,7,47,184,6,1,21,0,48,5,1,5,3,2,4,8,10,4,10,0,5,8,7,3,5,2,3,0,3,0,1,1,6,0,6,13,0,0,0,0,0,0,0,0,0,15.226438811851532,1.0377379350125453,2.3207776719464484,941.6982574502786
079,06,0,1,2,5,1,1,0,2,1,32,2,0,2,213,403,138,837,34,14,19,261,580,275,179,483,9,415,5,2,10,1,8,26,30,75,20,271,141,96,8,140,123,30,3,8,5,0,0,2,2,4,0,4,6,2,2,2,1,11,118,43.646326134849424,157598,0.5442807231056231,0.4557192768943768,0.11517833601949264,0.6932609785657178,0.1915613941801292,0.19136721087831063,0.30318110889732103,0.05241102171347352,0.04454069785149558,0.4729077811901166,0.11983101816012892,0.5162952791279076,0.587146472670973,-3.699992175277466,40.46064651885532,29311.97081542074,5.37657467634654,26,68,16,84,8,61,78,65,0,13,2,34,0,94,5,33,227,10,0,12,0,59,19,3,5,7,6,5,23,10,12,14,1,18,23,29,3,8,2,5,0,9,0,2,0,13,0,1,20,0,0,0,0,1,0,0,0,0,14.806328173256269,1.0289107418407073,2.214712378596991,940.8250919667752
